Stp	Dv	Time	Temp	R_DS_On	DevI	DevV	Fault
402	1	4.030	422.143	0.016	70.659	3.188	0
402	2	4.030	414.759	0.016	104.804	0.000	1
402	3	4.030	425.988	0.016	35.498	75.917	1
403	0	4.040	417.530	0.016	43.040	4.530	0
403	1	4.040	423.267	0.016	114.382	71.694	0
403	2	4.040	414.067	0.016	34.147	69.068	1
403	3	4.040	425.243	0.016	36.880	20.873	0
404	0	4.050	417.528	0.016	75.486	72.643	1
404	1	4.050	423.232	0.016	75.826	48.866	1
404	2	4.050	414.872	0.016	103.482	44.426	1
404	3	4.050	424.538	0.016	39.723	19.211	0
405	0	4.060	417.669	0.016	81.380	22.777	1
405	1	4.060	422.754	0.016	54.127	36.828	0
405	2	4.060	414.133	0.016	29.592	36.050	0
405	3	4.060	424.621	0.016	80.982	53.883	0
406	0	4.070	419.697	0.016	136.624	30.397	1
406	1	4.070	421.843	0.016	12.253	80.530	1
406	2	4.070	415.053	0.016	107.004	10.825	1
406	3	4.070	424.464	0.016	70.967	70.957	1
407	0	4.080	421.493	0.016	131.407	23.253	1
407	1	4.080	421.302	0.016	49.610	52.239	1
407	2	4.080	414.583	0.016	50.980	45.744	0
407	3	4.080	424.998	0.016	97.071	36.986	1
408	0	4.090	420.688	0.016	27.732	4.490	0
408	1	4.090	421.167	0.016	70.882	17.136	0
408	2	4.090	416.026	0.016	121.715	76.190	0
408	3	4.090	424.049	0.016	3.295	54.702	1
409	0	4.100	420.636	0.016	74.309	19.619	0
409	1	4.100	420.244	0.016	0.000	9.851	0
409	2	4.100	415.290	0.016	30.778	76.806	1
409	3	4.100	423.824	0.016	67.666	11.390	0
410	0	4.110	422.404	0.016	130.880	21.963	1
410	1	4.110	419.486	0.016	31.660	18.761	0
410	2	4.110	415.744	0.016	92.284	79.257	0
410	3	4.110	424.702	0.016	107.636	0.000	1
411	0	4.120	421.473	0.016	2.140	6.887	0
411	1	4.120	420.992	0.016	124.132	49.823	0
411	2	4.120	417.342	0.016	125.900	38.542	1
411	3	4.120	425.292	0.016	98.938	74.459	0
412	0	4.130	420.548	0.016	0.346	79.192	1
412	1	4.130	421.333	0.016	89.708	10.725	1
412	2	4.130	416.596	0.016	30.704	93.683	1
412	3	4.130	424.339	0.016	0.000	82.247	1
413	0	4.140	419.630	0.016	0.000	11.428	0
413	1	4.140	422.120	0.016	104.408	85.349	0
413	2	4.140	417.921	0.016	118.920	45.035	1
413	3	4.140	424.316	0.016	76.650	59.514	1
414	0	4.150	419.076	0.016	47.710	43.511	0
414	1	4.150	423.001	0.016	107.376	34.362	1
414	2	4.150	418.938	0.016	110.571	40.824	1
414	3	4.150	424.668	0.016	90.898	27.899	1
415	0	4.160	420.156	0.016	112.575	74.459	0
415	1	4.160	422.171	0.016	26.028	68.816	1
415	2	4.160	419.979	0.016	111.457	26.479	1
415	3	4.160	423.795	0.016	21.838	38.275	0
416	0	4.170	419.369	0.016	28.600	60.522	1
416	1	4.170	422.203	0.016	78.298	83.040	0
416	2	4.170	421.099	0.016	113.863	7.769	1
416	3	4.170	425.618	0.016	132.658	7.070	1
417	0	4.180	418.460	0.016	0.000	25.507	0
417	1	4.180	421.273	0.016	1.876	81.378	1
417	2	4.180	420.910	0.016	68.378	31.487	0
417	3	4.180	425.110	0.016	53.363	60.787	1
418	0	4.190	419.916	0.016	122.679	55.554	0
418	1	4.190	420.584	0.016	38.582	82.613	1
418	2	4.190	423.167	0.016	142.312	0.000	1
418	3	4.190	425.508	0.016	92.667	31.103	1
419	0	4.200	419.444	0.016	53.084	82.730	1
419	1	4.200	419.796	0.016	28.864	61.541	1
419	2	4.200	422.261	0.016	14.067	15.875	0
419	3	4.200	424.784	0.016	38.326	41.743	0
420	0	4.210	419.442	0.016	76.088	4.797	0
420	1	4.210	418.884	0.016	0.000	17.968	0
420	2	4.210	424.257	0.016	136.529	0.000	1
420	3	4.210	425.673	0.016	108.152	18.551	1
421	0	4.220	419.556	0.016	80.793	0.000	1
421	1	4.220	418.798	0.016	72.332	73.258	1
421	2	4.220	426.227	0.016	136.196	50.274	0
421	3	4.220	424.966	0.016	39.751	83.385	1
422	0	4.230	418.723	0.016	22.224	0.000	0
422	1	4.230	419.382	0.016	97.465	12.623	1
422	2	4.230	426.113	0.016	73.370	23.599	0
422	3	4.230	426.988	0.016	137.505	78.942	0
423	0	4.240	417.829	0.016	8.117	45.254	0
423	1	4.240	418.474	0.016	2.943	94.400	1
423	2	4.240	425.499	0.016	46.856	25.935	0
423	3	4.240	429.148	0.016	140.931	32.863	1
424	0	4.250	416.931	0.016	0.000	68.856	1
424	1	4.250	417.572	0.016	0.000	52.051	1
424	2	4.250	427.347	0.016	133.494	17.422	1
424	3	4.250	428.176	0.016	8.200	0.000	0
425	0	4.260	419.517	0.016	149.006	44.754	1
425	1	4.260	416.706	0.016	13.823	17.995	0
425	2	4.260	426.453	0.016	21.784	38.709	0
425	3	4.260	427.201	0.016	0.000	77.963	1
426	0	4.270	418.622	0.016	9.865	36.632	0
426	1	4.270	415.882	0.016	20.475	53.922	1
426	2	4.270	426.004	0.016	57.121	35.136	0
426	3	4.270	427.776	0.016	99.000	0.000	1
427	0	4.280	417.744	0.016	12.919	8.555	0
427	1	4.280	417.943	0.016	137.158	65.654	0
427	2	4.280	428.026	0.016	137.639	36.900	1
427	3	4.280	428.372	0.016	99.782	67.904	0
428	0	4.290	417.579	0.016	68.334	79.656	1
428	1	4.290	418.441	0.016	94.422	40.217	1
428	2	4.290	429.105	0.016	114.161	37.867	1
428	3	4.290	429.012	0.016	101.281	53.259	0
429	0	4.300	416.771	0.016	23.666	5.925	0
429	1	4.300	417.794	0.016	40.349	11.981	0
429	2	4.300	428.181	0.016	19.250	28.096	0
429	3	4.300	429.263	0.016	88.451	18.116	1
430	0	4.310	417.022	0.016	85.385	55.065	0
430	1	4.310	417.277	0.016	49.258	6.173	0
430	2	4.310	427.535	0.016	45.737	63.245	1
430	3	4.310	428.486	0.016	36.198	16.230	0
431	0	4.320	418.724	0.016	128.690	68.666	0
431	1	4.320	416.448	0.016	20.347	81.682	1
431	2	4.320	427.264	0.016	66.617	55.948	1
431	3	4.320	427.548	0.016	15.761	53.686	1
432	0	4.330	417.820	0.016	0.790	76.867	1
432	1	4.330	417.927	0.016	122.943	55.458	0
432	2	4.330	427.806	0.016	97.948	61.633	0
432	3	4.330	426.677	0.016	25.137	39.247	0
433	0	4.340	418.162	0.016	88.964	81.511	0
433	1	4.340	418.948	0.016	110.689	9.528	1
433	2	4.340	428.309	0.016	96.797	88.509	0
433	3	4.340	425.763	0.016	17.815	75.123	1
434	0	4.350	418.695	0.016	95.635	0.213	1
434	1	4.350	418.089	0.016	17.342	32.491	0
434	2	4.350	428.159	0.016	72.392	77.268	1
434	3	4.350	426.478	0.016	103.105	92.256	0
435	0	4.360	417.791	0.016	1.138	52.349	1
435	1	4.360	418.137	0.016	77.771	5.413	1
435	2	4.360	427.356	0.016	33.063	6.206	0
435	3	4.360	426.162	0.016	64.076	89.158	1
436	0	4.370	420.008	0.016	141.020	78.988	0
436	1	4.370	420.536	0.016	145.102	32.510	1
436	2	4.370	426.650	0.016	40.842	76.293	1
436	3	4.370	426.113	0.016	76.087	0.000	0
437	0	4.380	419.158	0.016	20.182	74.987	1
437	1	4.380	419.879	0.016	40.805	83.641	1
437	2	4.380	425.690	0.016	5.197	75.092	1
437	3	4.380	425.170	0.016	10.416	68.960	1
438	0	4.390	418.848	0.016	61.746	73.060	1
438	1	4.390	419.055	0.016	23.867	5.010	0
438	2	4.390	425.476	0.016	68.707	7.242	0
438	3	4.390	427.977	0.016	154.600	78.699	0
439	0	4.400	419.887	0.016	111.351	1.426	1
439	1	4.400	421.201	0.016	139.551	44.634	1
439	2	4.400	424.805	0.016	42.476	26.108	0
439	3	4.400	428.999	0.016	112.575	41.701	1
440	0	4.410	419.711	0.016	68.586	33.883	0
440	1	4.410	422.413	0.016	116.641	8.709	1
440	2	4.410	424.046	0.016	34.859	66.395	1
440	3	4.410	429.437	0.016	94.907	16.366	1
441	0	4.420	419.085	0.016	42.689	29.455	0
441	1	4.420	423.944	0.016	125.220	49.136	0
441	2	4.420	424.981	0.016	109.345	1.615	1
441	3	4.420	428.453	0.016	0.000	15.592	0
442	0	4.430	418.220	0.016	16.357	39.851	0
442	1	4.430	423.066	0.016	20.379	82.835	1
442	2	4.430	425.131	0.016	83.655	33.491	1
442	3	4.430	427.565	0.016	23.798	71.632	1
443	0	4.440	417.574	0.016	40.311	53.237	1
443	1	4.440	422.347	0.016	37.300	52.442	1
443	2	4.440	426.976	0.016	133.384	12.650	1
443	3	4.440	427.470	0.016	74.579	72.692	1
444	0	4.450	416.901	0.016	37.670	71.531	1
444	1	4.450	422.948	0.016	98.786	77.433	0
444	2	4.450	426.716	0.016	66.955	12.467	0
444	3	4.450	426.719	0.016	37.280	0.000	0
445	0	4.460	418.084	0.016	115.105	20.610	1
445	1	4.460	422.101	0.016	23.762	24.927	0
445	2	4.460	427.044	0.016	90.603	24.379	1
445	3	4.460	426.555	0.016	71.288	33.019	0
446	0	4.470	417.251	0.016	20.572	48.258	1
446	1	4.470	421.333	0.016	32.063	74.098	1
446	2	4.470	428.345	0.016	120.030	38.682	1
446	3	4.470	426.704	0.016	84.084	50.926	0
447	0	4.480	416.477	0.016	27.518	42.311	0
447	1	4.480	420.890	0.016	55.373	71.095	1
447	2	4.480	429.461	0.016	115.259	80.606	0
447	3	4.480	425.741	0.016	1.871	51.220	1
448	0	4.490	416.183	0.016	61.587	94.400	1
448	1	4.490	420.156	0.016	34.441	76.494	1
448	2	4.490	431.479	0.016	138.016	69.434	0
448	3	4.490	425.796	0.016	80.210	44.105	1
449	0	4.500	415.905	0.016	62.304	33.783	0
449	1	4.500	421.323	0.016	115.231	20.949	1
449	2	4.500	430.880	0.016	50.404	0.061	0
449	3	4.500	424.850	0.016	8.373	50.923	1
450	0	4.510	415.059	0.016	15.301	8.220	0
450	1	4.510	420.442	0.016	16.538	13.325	0
450	2	4.510	432.763	0.016	135.076	94.400	0
450	3	4.510	426.900	0.016	138.147	76.254	0
451	0	4.520	414.225	0.016	16.712	60.620	1
451	1	4.520	419.546	0.016	11.657	21.877	0
451	2	4.520	431.770	0.016	10.059	64.897	1
451	3	4.520	428.013	0.016	114.892	59.502	0
452	0	4.530	413.955	0.016	61.985	21.610	0
452	1	4.530	418.747	0.016	26.565	16.361	0
452	2	4.530	430.785	0.016	10.654	28.971	0
452	3	4.530	427.953	0.016	76.189	0.000	0
453	0	4.540	413.384	0.016	43.620	28.684	0
453	1	4.540	418.166	0.016	45.474	50.936	1
453	2	4.540	430.133	0.016	46.557	37.385	0
453	3	4.540	427.679	0.016	66.650	0.000	0
454	0	4.550	414.921	0.016	123.953	5.237	1
454	1	4.550	417.266	0.016	1.259	42.186	0
454	2	4.550	430.999	0.016	108.483	12.090	1
454	3	4.550	428.622	0.016	110.253	37.267	1
455	0	4.560	414.424	0.016	49.257	44.570	0
455	1	4.560	416.504	0.016	28.929	59.843	1
455	2	4.560	431.289	0.016	90.299	84.494	0
455	3	4.560	427.964	0.016	45.124	30.125	0
456	0	4.570	413.555	0.016	4.243	0.000	0
456	1	4.570	415.995	0.016	49.193	23.610	0
456	2	4.570	430.399	0.016	26.215	58.401	1
456	3	4.570	428.558	0.016	99.753	59.609	0
457	0	4.580	412.690	0.016	0.000	10.437	0
457	1	4.580	416.778	0.016	103.198	69.317	0
457	2	4.580	430.688	0.016	90.143	3.127	1
457	3	4.580	427.580	0.016	0.000	33.809	0
458	0	4.590	412.145	0.016	44.890	89.497	1
458	1	4.590	416.957	0.016	82.616	0.744	1
458	2	4.590	430.085	0.016	49.756	9.581	0
458	3	4.590	429.275	0.016	130.114	2.528	1
459	0	4.600	411.294	0.016	4.833	32.101	0
459	1	4.600	417.485	0.016	95.203	51.221	0
459	2	4.600	429.145	0.016	17.855	68.570	1
459	3	4.600	430.147	0.016	108.469	15.919	1
460	0	4.610	410.953	0.016	57.053	18.608	0
460	1	4.610	417.629	0.016	81.454	59.345	0
460	2	4.610	429.982	0.016	107.424	0.000	1
460	3	4.610	429.312	0.016	31.407	4.210	0
461	0	4.620	410.142	0.016	14.932	55.247	1
461	1	4.620	417.560	0.016	72.687	41.451	0
461	2	4.620	429.423	0.016	52.219	68.507	1
461	3	4.620	429.397	0.016	82.354	33.931	1
462	0	4.630	409.792	0.016	56.044	80.448	1
462	1	4.630	416.748	0.016	23.095	61.415	1
462	2	4.630	429.104	0.016	64.972	68.113	1
462	3	4.630	428.414	0.016	2.489	12.538	0
463	0	4.640	412.682	0.016	154.600	42.517	1
463	1	4.640	416.191	0.016	46.056	61.632	1
463	2	4.640	428.562	0.016	52.826	15.666	0
463	3	4.640	428.023	0.016	60.959	30.316	0
464	0	4.650	412.395	0.016	60.518	74.438	1
464	1	4.650	416.275	0.016	78.720	18.918	1
464	2	4.650	427.632	0.016	17.571	5.077	0
464	3	4.650	427.641	0.016	61.349	30.759	0
465	0	4.660	412.290	0.016	69.369	43.644	0
465	1	4.660	416.420	0.016	81.150	15.952	1
465	2	4.660	426.808	0.016	30.576	3.558	0
465	3	4.660	426.753	0.016	22.907	0.000	0
466	0	4.670	411.787	0.016	47.547	52.679	1
466	1	4.670	416.065	0.016	58.301	41.811	0
466	2	4.670	425.843	0.016	0.000	37.246	0
466	3	4.670	428.202	0.016	123.833	12.549	1
467	0	4.680	410.934	0.016	0.000	58.757	1
467	1	4.680	415.180	0.016	0.000	29.030	0
467	2	4.680	424.887	0.016	2.877	57.077	1
467	3	4.680	427.790	0.016	59.818	77.069	1
468	0	4.690	412.401	0.016	121.728	63.909	0
468	1	4.690	418.041	0.016	154.600	65.829	0
468	2	4.690	423.938	0.016	3.494	35.096	0
468	3	4.690	426.928	0.016	26.392	0.000	0
469	0	4.700	411.709	0.016	32.574	45.457	0
469	1	4.700	419.676	0.016	127.187	77.999	0
469	2	4.700	423.620	0.016	63.066	0.000	0
469	3	4.700	426.662	0.016	66.683	24.190	0
470	0	4.710	410.884	0.016	12.967	44.417	0
470	1	4.710	419.955	0.016	87.131	60.437	0
470	2	4.710	422.784	0.016	25.861	72.385	1
470	3	4.710	425.785	0.016	23.550	72.721	1
471	0	4.720	413.575	0.016	150.551	22.175	1
471	1	4.720	419.288	0.016	39.680	15.301	0
471	2	4.720	423.019	0.016	86.278	84.253	0
471	3	4.720	424.835	0.016	6.561	53.320	1
472	0	4.730	413.236	0.016	58.072	16.734	0
472	1	4.730	420.573	0.016	118.279	48.598	0
472	2	4.730	424.475	0.016	123.430	89.397	0
472	3	4.730	425.669	0.016	106.530	67.641	0
473	0	4.740	412.925	0.016	59.445	58.121	1
473	1	4.740	419.973	0.016	45.029	0.000	0
473	2	4.740	424.666	0.016	85.102	67.636	0
473	3	4.740	427.496	0.016	133.011	0.000	1
474	0	4.750	413.424	0.016	93.270	50.458	0
474	1	4.750	419.683	0.016	63.077	36.604	0
474	2	4.750	424.259	0.016	58.661	32.862	0
474	3	4.750	426.845	0.016	45.020	8.515	0
475	0	4.760	412.562	0.016	4.418	43.706	0
475	1	4.760	420.382	0.016	101.342	24.944	1
475	2	4.760	423.611	0.016	43.543	75.894	1
475	3	4.760	426.806	0.016	76.682	66.817	1
476	0	4.770	413.591	0.016	109.921	0.833	1
476	1	4.770	420.718	0.016	89.346	16.019	1
476	2	4.770	424.895	0.016	118.987	0.000	1
476	3	4.770	427.733	0.016	109.653	54.833	0
477	0	4.780	412.828	0.016	25.586	72.397	1
477	1	4.780	420.755	0.016	78.105	23.949	1
477	2	4.780	424.340	0.016	50.182	2.612	0
477	3	4.780	426.948	0.016	34.445	76.030	1
478	0	4.790	414.540	0.016	128.340	51.636	0
478	1	4.790	422.987	0.016	141.723	47.880	0
478	2	4.790	425.468	0.016	114.883	28.252	1
478	3	4.790	428.982	0.016	138.049	3.533	1
479	0	4.800	413.766	0.016	25.079	2.153	0
479	1	4.800	422.060	0.016	7.596	42.162	0
479	2	4.800	424.756	0.016	39.231	5.984	0
479	3	4.800	429.654	0.016	102.419	80.922	0
480	0	4.810	413.890	0.016	79.651	43.926	1
480	1	4.810	423.616	0.016	125.808	60.203	0
480	2	4.810	426.039	0.016	119.175	9.373	1
480	3	4.810	428.851	0.016	34.030	21.018	0
481	0	4.820	413.022	0.016	0.000	12.224	0
481	1	4.820	423.966	0.016	90.645	11.059	1
481	2	4.820	427.085	0.016	112.894	69.861	0
481	3	4.820	430.779	0.016	135.854	6.606	1
482	0	4.830	414.916	0.016	132.811	81.438	0
482	1	4.830	425.295	0.016	120.258	54.593	0
482	2	4.830	426.124	0.016	5.792	56.988	1
482	3	4.830	430.044	0.016	40.599	26.096	0
483	0	4.840	416.425	0.016	123.481	77.476	0
483	1	4.840	424.342	0.016	0.000	63.365	1
483	2	4.840	427.142	0.016	112.127	41.861	1
483	3	4.840	429.060	0.016	5.468	48.280	1
484	0	4.850	415.620	0.016	22.851	81.016	1
484	1	4.850	423.868	0.016	54.850	47.991	1
484	2	4.850	428.105	0.016	110.711	64.952	0
484	3	4.850	428.514	0.016	52.615	50.090	1
485	0	4.860	415.352	0.016	62.631	60.464	1
485	1	4.860	423.257	0.016	45.948	32.255	0
485	2	4.860	428.722	0.016	100.527	13.527	1
485	3	4.860	427.536	0.016	0.000	7.445	0
486	0	4.870	414.478	0.016	5.649	8.894	0
486	1	4.870	423.913	0.016	100.738	79.876	0
486	2	4.870	429.009	0.016	89.643	58.566	0
486	3	4.870	426.566	0.016	0.000	32.303	0
487	0	4.880	414.040	0.016	52.721	38.257	0
487	1	4.880	423.156	0.016	34.385	6.458	0
487	2	4.880	431.794	0.016	154.600	54.390	0
487	3	4.880	429.361	0.016	154.514	74.866	0
488	0	4.890	414.138	0.016	78.652	38.084	1
488	1	4.890	422.324	0.016	25.932	29.102	0
488	2	4.890	431.572	0.016	70.306	47.611	1
488	3	4.890	429.518	0.016	85.110	43.576	1
489	0	4.900	415.298	0.016	113.941	79.450	0
489	1	4.900	424.385	0.016	138.045	10.482	1
489	2	4.900	430.676	0.016	25.715	50.158	1
489	3	4.900	428.693	0.016	31.907	27.263	0
490	0	4.910	414.419	0.016	0.000	0.000	0
490	1	4.910	423.728	0.016	42.926	34.044	0
490	2	4.910	429.682	0.016	0.000	4.618	0
490	3	4.910	427.773	0.016	19.222	21.687	0
491	0	4.920	413.773	0.016	38.017	17.652	0
491	1	4.920	422.970	0.016	34.226	30.021	0
491	2	4.920	429.072	0.016	48.916	59.288	1
491	3	4.920	428.324	0.016	98.346	74.201	0
492	0	4.930	414.167	0.016	89.849	35.716	1
492	1	4.930	422.034	0.016	0.000	30.748	0
492	2	4.930	430.945	0.016	134.569	13.306	1
492	3	4.930	430.708	0.016	146.056	56.305	0
493	0	4.940	413.949	0.016	64.574	20.205	0
493	1	4.940	421.105	0.016	1.002	9.518	0
493	2	4.940	433.719	0.016	154.600	83.271	0
493	3	4.940	430.406	0.016	66.247	53.148	1
494	0	4.950	413.550	0.016	54.774	16.994	0
494	1	4.950	421.124	0.016	77.428	33.484	1
494	2	4.950	436.306	0.016	151.028	29.155	1
494	3	4.950	430.937	0.016	98.246	49.103	0
495	0	4.960	412.767	0.016	22.974	79.504	1
495	1	4.960	420.368	0.016	32.602	0.000	0
495	2	4.960	435.667	0.016	50.056	87.538	1
495	3	4.960	431.085	0.016	85.158	13.257	1
496	0	4.970	412.883	0.016	79.046	10.065	1
496	1	4.970	419.709	0.016	40.489	94.400	1
496	2	4.970	435.228	0.016	61.212	20.349	0
496	3	4.970	430.931	0.016	73.114	51.529	1
497	0	4.980	414.114	0.016	115.704	34.838	1
497	1	4.980	418.797	0.016	0.000	8.495	0
497	2	4.980	435.471	0.016	89.654	71.718	0
497	3	4.980	430.908	0.016	78.537	19.982	1
498	0	4.990	413.537	0.016	43.295	84.884	1
498	1	4.990	417.892	0.016	0.000	25.765	0
498	2	4.990	434.567	0.016	28.285	38.995	0
498	3	4.990	432.119	0.016	118.249	0.000	1
499	0	5.000	413.372	0.016	66.958	28.358	0
499	1	5.000	417.138	0.016	30.295	0.000	0
499	2	5.000	433.887	0.016	46.579	2.059	0
499	3	5.000	431.345	0.016	38.281	26.945	0
500	0	5.010	414.799	0.016	121.088	52.449	0
500	1	5.010	416.245	0.016	0.658	37.800	0
500	2	5.010	432.874	0.016	5.384	50.269	1
500	3	5.010	430.899	0.016	59.206	68.748	1
501	0	5.020	414.497	0.016	60.514	81.314	1
501	1	5.020	415.496	0.016	29.498	0.000	0
501	2	5.020	431.980	0.016	27.199	16.182	0
501	3	5.020	430.749	0.016	73.174	24.068	0
502	0	5.030	414.618	0.016	79.704	39.869	1
502	1	5.030	414.616	0.016	0.000	81.001	1
502	2	5.030	431.650	0.016	65.308	35.957	0
502	3	5.030	432.030	0.016	120.112	21.508	1
503	0	5.040	415.084	0.016	92.578	64.251	0
503	1	5.040	414.030	0.016	42.925	85.727	1
503	2	5.040	431.644	0.016	79.440	30.857	1
503	3	5.040	431.026	0.016	0.000	0.000	0
504	0	5.050	414.211	0.016	5.083	24.876	0
504	1	5.050	413.245	0.016	23.112	93.210	1
504	2	5.050	433.514	0.016	134.862	72.927	0
504	3	5.050	430.632	0.016	61.790	80.319	1
505	0	5.060	413.456	0.016	27.158	0.000	0
505	1	5.060	412.553	0.016	33.093	85.727	1
505	2	5.060	433.863	0.016	92.939	45.404	1
505	3	5.060	429.841	0.016	35.831	52.250	1
506	0	5.070	413.902	0.016	91.586	35.243	1
506	1	5.070	411.766	0.016	21.414	26.338	0
506	2	5.070	433.158	0.016	44.501	0.000	0
506	3	5.070	429.426	0.016	60.283	53.923	1
507	0	5.080	414.746	0.016	104.679	60.158	0
507	1	5.080	411.355	0.016	53.127	80.373	1
507	2	5.080	432.229	0.016	22.937	74.730	1
507	3	5.080	428.906	0.016	54.283	29.107	0
508	0	5.090	415.063	0.016	87.262	17.907	1
508	1	5.090	410.655	0.016	30.942	28.413	0
508	2	5.090	432.835	0.016	101.061	38.468	1
508	3	5.090	428.674	0.016	68.937	16.747	0
509	0	5.100	414.276	0.016	24.024	23.531	0
509	1	5.100	411.225	0.016	95.197	45.235	1
509	2	5.100	434.106	0.016	120.168	21.642	1
509	3	5.100	428.131	0.016	52.616	52.233	1
510	0	5.110	413.491	0.016	23.411	70.319	1
510	1	5.110	411.696	0.016	91.932	0.000	1
510	2	5.110	433.141	0.016	18.616	1.503	0
510	3	5.110	428.804	0.016	102.285	61.951	0
511	0	5.120	414.655	0.016	113.964	32.466	1
511	1	5.120	410.845	0.016	0.000	17.407	0
511	2	5.120	434.644	0.016	126.202	0.000	1
511	3	5.120	427.892	0.016	20.723	18.700	0
512	0	5.130	416.773	0.016	138.309	0.000	1
512	1	5.130	411.938	0.016	111.454	50.936	0
512	2	5.130	433.968	0.016	46.891	40.437	0
512	3	5.130	426.922	0.016	4.545	35.631	0
513	0	5.140	417.157	0.016	90.205	36.905	1
513	1	5.140	411.324	0.016	39.179	3.948	0
513	2	5.140	433.234	0.016	42.433	69.260	1
513	3	5.140	426.845	0.016	75.109	56.004	1
514	0	5.150	416.264	0.016	0.000	13.078	0
514	1	5.150	410.554	0.016	22.470	16.732	0
514	2	5.150	432.514	0.016	43.116	20.000	0
514	3	5.150	427.898	0.016	113.239	63.987	0
515	0	5.160	415.962	0.016	61.038	73.484	1
515	1	5.160	410.325	0.016	62.725	81.174	1
515	2	5.160	431.516	0.016	7.792	55.063	1
515	3	5.160	428.184	0.016	89.403	51.925	0
516	0	5.170	415.189	0.016	26.640	51.698	1
516	1	5.170	411.549	0.016	115.071	6.497	1
516	2	5.170	430.516	0.016	0.000	50.905	1
516	3	5.170	427.720	0.016	56.984	7.208	0
517	0	5.180	414.399	0.016	23.728	0.000	0
517	1	5.180	412.123	0.016	95.525	31.377	1
517	2	5.180	429.523	0.016	0.000	0.000	0
517	3	5.180	426.945	0.016	35.361	59.310	1
518	0	5.190	413.980	0.016	53.787	67.023	1
518	1	5.190	413.681	0.016	124.309	18.060	1
518	2	5.190	428.595	0.016	18.988	40.693	0
518	3	5.190	428.986	0.016	138.192	0.000	1
519	0	5.200	413.968	0.016	74.051	81.170	1
519	1	5.200	416.549	0.016	154.600	67.099	0
519	2	5.200	427.651	0.016	14.713	37.397	0
519	3	5.200	428.319	0.016	44.687	0.000	0
520	0	5.210	413.182	0.016	22.976	53.981	1
520	1	5.210	416.415	0.016	69.405	57.283	1
520	2	5.210	429.522	0.016	134.357	78.213	0
520	3	5.210	427.384	0.016	16.148	49.280	1
521	0	5.220	412.319	0.016	0.000	10.624	0
521	1	5.220	415.803	0.016	41.852	66.229	1
521	2	5.220	429.159	0.016	62.809	79.012	1
521	3	5.220	426.866	0.016	53.519	80.669	1
522	0	5.230	413.714	0.016	120.051	3.384	1
522	1	5.230	414.965	0.016	16.843	11.592	0
522	2	5.230	429.571	0.016	94.070	52.849	0
522	3	5.230	425.903	0.016	4.216	55.671	1
523	0	5.240	413.183	0.016	46.399	81.782	1
523	1	5.240	414.632	0.016	58.933	80.939	1
523	2	5.240	431.762	0.016	141.951	31.559	1
523	3	5.240	427.317	0.016	122.776	32.904	1
524	0	5.250	413.994	0.016	103.483	23.038	1
524	1	5.250	416.029	0.016	120.501	23.088	1
524	2	5.250	431.311	0.016	59.103	37.481	0
524	3	5.250	429.371	0.016	138.559	83.542	0
525	0	5.260	413.981	0.016	74.005	4.537	0
525	1	5.260	415.865	0.016	67.873	2.344	0
525	2	5.260	432.445	0.016	116.262	2.116	1
525	3	5.260	430.171	0.016	106.394	67.175	0
526	0	5.270	415.253	0.016	117.042	33.835	1
526	1	5.270	417.239	0.016	120.079	61.089	0
526	2	5.270	432.934	0.016	97.327	92.351	0
526	3	5.270	429.296	0.016	26.996	44.929	0
527	0	5.280	414.375	0.016	0.000	24.204	0
527	1	5.280	416.436	0.016	24.023	51.640	1
527	2	5.280	434.225	0.016	120.732	78.076	0
527	3	5.280	428.408	0.016	24.662	37.317	0
528	0	5.290	413.507	0.016	4.763	84.457	1
528	1	5.290	416.159	0.016	62.445	89.724	1
528	2	5.290	436.050	0.016	134.182	47.380	0
528	3	5.290	428.730	0.016	90.788	77.961	0
529	0	5.300	413.036	0.016	50.206	54.620	1
529	1	5.300	417.555	0.016	120.735	54.534	0
529	2	5.300	435.350	0.016	45.973	62.252	1
529	3	5.300	428.076	0.016	45.450	0.000	0
530	0	5.310	412.476	0.016	43.955	74.286	1
530	1	5.310	417.680	0.016	80.728	11.843	1
530	2	5.310	435.456	0.016	84.713	84.160	0
530	3	5.310	429.111	0.016	112.952	83.577	0
531	0	5.320	411.618	0.016	0.000	11.952	0
531	1	5.320	416.784	0.016	0.682	44.857	0
531	2	5.320	435.247	0.016	72.040	18.050	0
531	3	5.320	428.192	0.016	19.986	40.392	0
532	0	5.330	410.789	0.016	11.763	60.239	1
532	1	5.330	417.423	0.016	98.836	55.861	0
532	2	5.330	435.110	0.016	75.092	48.690	1
532	3	5.330	427.458	0.016	39.163	37.388	0
533	0	5.340	410.427	0.016	55.622	14.163	0
533	1	5.340	417.070	0.016	58.756	56.633	1
533	2	5.340	434.192	0.016	26.247	73.209	1
533	3	5.340	427.410	0.016	76.522	55.708	1
534	0	5.350	409.585	0.016	0.000	15.088	0
534	1	5.350	417.047	0.016	74.520	52.126	1
534	2	5.350	433.666	0.016	55.945	66.651	1
534	3	5.350	427.103	0.016	64.836	67.344	1
535	0	5.360	410.927	0.016	118.186	63.910	0
535	1	5.360	416.158	0.016	4.052	35.686	0
535	2	5.360	432.651	0.016	2.792	16.573	0
535	3	5.360	427.345	0.016	87.660	75.779	0
536	0	5.370	410.217	0.016	29.533	82.236	1
536	1	5.370	417.669	0.016	123.731	42.069	1
